fpr,tpr
0.0,0.0
9.186954524575104e-05,0.0
0.00018373909049150208,0.0
0.0002756086357372531,0.0
0.00036747818098300416,0.0
0.00036747818098300416,0.003389830508474576
0.00045934772622875517,0.003389830508474576
0.0005512172714745062,0.003389830508474576
0.0006430868167202572,0.003389830508474576
0.0006430868167202572,0.006779661016949152
0.0006430868167202572,0.010169491525423728
0.0007349563619660083,0.010169491525423728
0.0008268259072117593,0.010169491525423728
0.0009186954524575103,0.010169491525423728
0.0010105649977032614,0.010169491525423728
0.0011024345429490124,0.010169491525423728
0.0011024345429490124,0.013559322033898305
0.0011943040881947635,0.013559322033898305
0.0012861736334405145,0.013559322033898305
0.0013780431786862655,0.013559322033898305
0.0013780431786862655,0.01694915254237288
0.0013780431786862655,0.020338983050847456
0.0014699127239320166,0.020338983050847456
0.0015617822691777676,0.020338983050847456
0.0016536518144235185,0.020338983050847456
0.0017455213596692697,0.020338983050847456
0.0018373909049150207,0.020338983050847456
0.0018373909049150207,0.023728813559322035
0.0019292604501607716,0.023728813559322035
0.0019292604501607716,0.02711864406779661
0.002021129995406523,0.02711864406779661
0.002021129995406523,0.030508474576271188
0.002021129995406523,0.03389830508474576
0.0021129995406522738,0.03389830508474576
0.0022048690858980247,0.03389830508474576
0.0022967386311437757,0.03389830508474576
0.0022967386311437757,0.03728813559322034
0.0022967386311437757,0.04067796610169491
0.002388608176389527,0.04067796610169491
0.002480477721635278,0.04067796610169491
0.002572347266881029,0.04067796610169491
0.00266421681212678,0.04067796610169491
0.00266421681212678,0.04406779661016949
0.002756086357372531,0.04406779661016949
0.002847955902618282,0.04406779661016949
0.002847955902618282,0.04745762711864407
0.0029398254478640333,0.04745762711864407
0.0030316949931097842,0.04745762711864407
0.003123564538355535,0.04745762711864407
0.003215434083601286,0.04745762711864407
0.003307303628847037,0.04745762711864407
0.003399173174092788,0.04745762711864407
0.0034910427193385394,0.04745762711864407
0.0035829122645842904,0.04745762711864407
0.0036747818098300414,0.04745762711864407
0.0037666513550757923,0.04745762711864407
0.0038585209003215433,0.04745762711864407
0.0038585209003215433,0.05084745762711865
0.003950390445567295,0.05084745762711865
0.004042259990813046,0.05084745762711865
0.004134129536058797,0.05084745762711865
0.004134129536058797,0.05423728813559322
0.0042259990813045475,0.05423728813559322
0.0043178686265502985,0.05423728813559322
0.0044097381717960495,0.05423728813559322
0.0044097381717960495,0.0576271186440678
0.0044097381717960495,0.061016949152542375
0.0045016077170418,0.061016949152542375
0.004593477262287551,0.061016949152542375
0.004685346807533302,0.061016949152542375
0.004777216352779054,0.061016949152542375
0.004869085898024805,0.061016949152542375
0.004960955443270556,0.061016949152542375
0.005052824988516307,0.061016949152542375
0.005144694533762058,0.061016949152542375
0.005236564079007809,0.061016949152542375
0.00532843362425356,0.061016949152542375
0.005420303169499311,0.061016949152542375
0.005512172714745062,0.061016949152542375
0.005604042259990813,0.061016949152542375
0.005695911805236564,0.061016949152542375
0.005787781350482315,0.061016949152542375
0.005787781350482315,0.06440677966101695
0.0058796508957280665,0.06440677966101695
0.0059715204409738175,0.06440677966101695
0.0060633899862195684,0.06440677966101695
0.006155259531465319,0.06440677966101695
0.00624712907671107,0.06440677966101695
0.00624712907671107,0.06779661016949153
