complex_name,confidence,rank1_sdf,min_dist,com_dist,clash_pairs,status
abl1_active_000001,-0.59,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000001/rank1_confidence-0.59.sdf,1.3102777004241943,9.080126762390137,0,ok
abl1_active_000002,-0.88,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000002/rank1_confidence-0.88.sdf,1.2024444341659546,11.508109092712402,0,ok
abl1_active_000003,-0.58,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000003/rank1_confidence-0.58.sdf,2.007711410522461,12.159685134887695,0,ok
abl1_active_000004,-0.73,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000004/rank1_confidence-0.73.sdf,1.8267803192138672,12.207086563110352,0,ok
abl1_active_000005,-0.59,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000005/rank1_confidence-0.59.sdf,3.098721504211426,14.645261764526367,0,ok
abl1_active_000006,-2.12,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000006/rank1_confidence-2.12.sdf,0.6504639387130737,8.599364280700684,1,ok
abl1_active_000007,-0.38,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000007/rank1_confidence-0.38.sdf,1.792386770248413,9.644513130187988,0,ok
abl1_active_000008,-0.41,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000008/rank1_confidence-0.41.sdf,2.4205455780029297,12.782281875610352,0,ok
abl1_active_000009,-0.4,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000009/rank1_confidence-0.40.sdf,2.138460159301758,12.80320930480957,0,ok
abl1_active_000010,-0.83,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000010/rank1_confidence-0.83.sdf,1.9225738048553467,10.265227317810059,0,ok
abl1_active_000011,-0.87,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000011/rank1_confidence-0.87.sdf,1.5261428356170654,10.662619590759277,0,ok
abl1_active_000012,-1.76,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000012/rank1_confidence-1.76.sdf,2.4686553478240967,9.65202808380127,0,ok
abl1_active_000013,-0.05,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000013/rank1_confidence-0.05.sdf,2.763679027557373,10.270719528198242,0,ok
abl1_active_000014,-0.17,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000014/rank1_confidence-0.17.sdf,2.077688455581665,10.969258308410645,0,ok
abl1_active_000015,-1.66,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000015/rank1_confidence-1.66.sdf,1.1854649782180786,11.402812004089355,0,ok
abl1_active_000016,-1.24,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000016/rank1_confidence-1.24.sdf,2.0796520709991455,12.67870044708252,0,ok
abl1_active_000017,-1.86,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000017/rank1_confidence-1.86.sdf,0.9044556021690369,10.90893268585205,2,ok
abl1_active_000018,-0.27,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000018/rank1_confidence-0.27.sdf,2.1369495391845703,12.45962905883789,0,ok
abl1_active_000019,-0.0,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000019/rank1_confidence-0.00.sdf,2.4326181411743164,12.303009033203125,0,ok
abl1_active_000020,-1.56,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000020/rank1_confidence-1.56.sdf,1.547584891319275,6.780855178833008,0,ok
abl1_active_000021,-1.61,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000021/rank1_confidence-1.61.sdf,1.9480735063552856,5.97019624710083,0,ok
abl1_active_000022,-0.08,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000022/rank1_confidence-0.08.sdf,2.124495506286621,11.388989448547363,0,ok
abl1_active_000023,-0.19,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000023/rank1_confidence-0.19.sdf,1.6789944171905518,11.538637161254883,0,ok
abl1_active_000024,-0.13,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000024/rank1_confidence-0.13.sdf,2.0254344940185547,11.545858383178711,0,ok
abl1_active_000025,-0.31,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000025/rank1_confidence-0.31.sdf,1.8131155967712402,9.681856155395508,0,ok
abl1_active_000026,-0.06,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000026/rank1_confidence-0.06.sdf,1.9306628704071045,9.625038146972656,0,ok
abl1_active_000027,-1.97,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000027/rank1_confidence-1.97.sdf,1.6398375034332275,11.397028923034668,0,ok
abl1_active_000028,-1.08,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000028/rank1_confidence-1.08.sdf,2.2484309673309326,12.521744728088379,0,ok
abl1_active_000029,-1.95,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000029/rank1_confidence-1.95.sdf,2.108666181564331,6.304713726043701,0,ok
abl1_active_000030,-1.62,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000030/rank1_confidence-1.62.sdf,2.3139002323150635,12.942461013793945,0,ok
abl1_active_000031,-2.02,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000031/rank1_confidence-2.02.sdf,1.6277192831039429,12.152534484863281,0,ok
abl1_active_000032,-0.18,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000032/rank1_confidence-0.18.sdf,2.3040194511413574,9.312291145324707,0,ok
abl1_active_000033,-0.93,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000033/rank1_confidence-0.93.sdf,1.0271611213684082,10.396071434020996,0,ok
abl1_active_000034,-1.68,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/results/actives/abl1_active_000034/rank1_confidence-1.68.sdf,1.8342422246932983,20.25196647644043,0,ok
